item_before,item_after,action,occurrences
Lei nº 9.650/1993 artigo 3º inciso I,Lei nº 9.650/1993 art. 3º inc. I,normalized,1
Lei nº 9.650/1998,Lei nº 9.650/1998,unchanged,1
Lei nº 9.650/1998 art 3,Lei nº 9.650/1998 art. 3º,normalized,1
Lei nº 9.651 1998,Lei nº 9.651/1998,normalized,1
Lei nº 9.654 1998 Art 7º,Lei nº 9.654/1998 art. 7º,normalized,1
Lei nº 9.654/1998 art 7º,Lei nº 9.654/1998 art. 7º,normalized,1
Lei nº 9.655/1998 Art 5º,Lei nº 9.655/1998 art. 5º,normalized,1
Lei nº 9.656 1998 art 10 I,Lei nº 9.656/1998 art. 10 inc. I,normalized,1
Lei nº 9.656 1998 art 13 parágrafo único inciso II,Lei nº 9.656/1998 art. 13 § único inc. II,normalized,1
Lei nº 9.656 1998 art 32,Lei nº 9.656/1998 art. 32,normalized,1
Lei nº 9.656/1998 Article 12,Lei nº 9.656/1998 art. 12,normalized,1
Lei nº 9.656/1998 art 10 VI,Lei nº 9.656/1998 art. 10 inc. VI,normalized,1
Lei nº 9.656/1998 art 18 III,Lei nº 9.656/1998 art. 18 inc. III,normalized,1
Lei nº 9.656/1998 art 25,Lei nº 9.656/1998 art. 25,normalized,1
Lei nº 9.656/1998 art 35-E § 2º,Lei nº 9.656/1998 art. 35-E § 2º,normalized,1
Lei nº 9.656/1998 art. 25 II,Lei nº 9.656/1998 art. 25 inc. II,normalized,1
Lei nº 9.656/1998 art. 27,Lei nº 9.656/1998 art. 27,unchanged,1
Lei nº 9.656/1998 art. 35 § 5º,Lei nº 9.656/1998 art. 35 § 5º,unchanged,1
Lei nº 9.656/1998 art. 78,Lei nº 9.656/1998 art. 78,unchanged,1
Lei nº 9.674/1998,Lei nº 9.674/1998,unchanged,1
Lei nº 9.678 1998,Lei nº 9.678/1998,normalized,1
Lei nº 9.678/1998,Lei nº 9.678/1998,unchanged,1
Lei nº 9.678/1998 art. 1º,Lei nº 9.678/1998 art. 1º,unchanged,1
Lei nº 9.696 1998,Lei nº 9.696/1998,normalized,1
Lei nº 9.696/1998 Art 2º I,Lei nº 9.696/1998 art. 2º I,normalized,1
Lei nº 9.696/1998 artigos 2º inciso III e 3º,Lei nº 9.696/1998 art. 2º inc. III al. e 3º,normalized,1
Lei nº 9.703/1998 Art 1º,Lei nº 9.703/1998 art. 1º,normalized,1
Lei nº 9.708/1998,Lei nº 9.708/1998,unchanged,1
Lei nº 9.715/1998,Lei nº 9.715/1998,unchanged,1
Lei nº 9.716 1998,Lei nº 9.716/1998,normalized,1
Lei nº 9.716/1998 art 5º,Lei nº 9.716/1998 art. 5º,normalized,1
Lei nº 9.717 1998 art 7º,Lei nº 9.717/1998 art. 7º,normalized,1
Lei nº 9.717 1998 art 9º,Lei nº 9.717/1998 art. 9º,normalized,1
Lei nº 9.717/1998 Art 5º,Lei nº 9.717/1998 art. 5º,normalized,1
Lei nº 9.717/1998 art 9º,Lei nº 9.717/1998 art. 9º,normalized,1
Lei nº 9.718/1998 art 3º § 1º,Lei nº 9.718/1998 art. 3º § 1º,normalized,1
Lei nº 9.718/1998 artigo 2º,Lei nº 9.718/1998 art. 2º,normalized,1
Lei nº 9.766/1999 art 1º § 3º,Lei nº 9.766/1999 art. 1º § 3º,normalized,1
Lei nº 9.779/1999,Lei nº 9.779/1999,unchanged,1
Lei nº 9.781 1998 art 3 § 1º,Lei nº 9.781/1998 art. 3º § 1º,normalized,1
Lei nº 9.781/1999,Lei nº 9.781/1999,unchanged,1
Lei nº 9.781/1999 art 2º I,Lei nº 9.781/1999 art. 2º I,normalized,1
Lei nº 9.782 1999 art 6º,Lei nº 9.782/1999 art. 6º,normalized,1
Lei nº 9.782 1999 art 7º inc XXVI,Lei nº 9.782/1999 art. 7º inc. XXVI,normalized,1
Lei nº 9.782 1999 art 8º,Lei nº 9.782/1999 art. 8º,normalized,1
Lei nº 9.782/1999 Art 23,Lei nº 9.782/1999 art. 23,normalized,1
Lei nº 9.782/1999 Art 23 § 1º,Lei nº 9.782/1999 art. 23 § 1º,normalized,1
Lei nº 9.783/1999,Lei nº 9.783/1999,unchanged,1
Lei nº 9.784 1999 art. 14,Lei nº 9.784/1999 art. 14,normalized,1
Lei nº 9.784/1999 2,Lei nº 9.784/1999 2,unchanged,1
Lei nº 9.784/1999 Art 18 I,Lei nº 9.784/1999 art. 18 inc. I,normalized,1
Lei nº 9.784/1999 Art 18 II,Lei nº 9.784/1999 art. 18 inc. II,normalized,1
Lei nº 9.784/1999 Art 18 inciso III,Lei nº 9.784/1999 art. 18 inc. III,normalized,1
Lei nº 9.784/1999 art 22 § 2º,Lei nº 9.784/1999 art. 22 § 2º,normalized,1
Lei nº 9.784/1999 art 2º,Lei nº 9.784/1999 art. 2º,normalized,1
Lei nº 9.784/1999 art 2º parágrafo único inciso V,Lei nº 9.784/1999 art. 2º § único inc. V,normalized,1
Lei nº 9.784/1999 art 2º parágrafo único inciso XIII,Lei nº 9.784/1999 art. 2º § único inc. XIII,normalized,1
Lei nº 9.784/1999 art 3º inciso II,Lei nº 9.784/1999 art. 3º inc. II,normalized,1
Lei nº 9.784/1999 art 41,Lei nº 9.784/1999 art. 41,normalized,1
Lei nº 9.784/1999 art 46,Lei nº 9.784/1999 art. 46,normalized,1
Lei nº 9.784/1999 art 49,Lei nº 9.784/1999 art. 49,normalized,1
Lei nº 9.784/1999 art 51,Lei nº 9.784/1999 art. 51,normalized,1
Lei nº 9.784/1999 art 56,Lei nº 9.784/1999 art. 56,normalized,1
Lei nº 9.784/1999 art. 2º parágrafo único inciso XIII,Lei nº 9.784/1999 art. 2º § único inc. XIII,normalized,1
Lei nº 9.784/1999 art. 50,Lei nº 9.784/1999 art. 50,unchanged,1
Lei nº 9.784/1999 art. 53,Lei nº 9.784/1999 art. 53,unchanged,1
Lei nº 9.784/1999 artigo 1,Lei nº 9.784/1999 art. 1º,normalized,1
Lei nº 9.784/1999 artigo 3,Lei nº 9.784/1999 art. 3º,normalized,1
Lei nº 9.784/1999 artigo 54,Lei nº 9.784/1999 art. 54,normalized,1
Lei nº 9.784/1999 arts 18 e 20,Lei nº 9.784/1999 art. 18-E 20,normalized,1
Lei nº 9.786/1999,Lei nº 9.786/1999,unchanged,1
Lei nº 9.789/1999 art 26,Lei nº 9.789/1999 art. 26,normalized,1
Lei nº 9.790/1999,Lei nº 9.790/1999,unchanged,1
Lei nº 9.796/1999,Lei nº 9.796/1999,unchanged,1
Lei nº 9.807 1999 art 13,Lei nº 9.807/1999 art. 13,normalized,1
Lei nº 9.807/1999,Lei nº 9.807/1999,unchanged,1
Lei nº 9.814/1999,Lei nº 9.814/1999,unchanged,1
Lei nº 9.821 1999,Lei nº 9.821/1999,normalized,1
Lei nº 9.836/1999,Lei nº 9.836/1999,unchanged,1
Lei nº 9.847/1999 art 4º,Lei nº 9.847/1999 art. 4º,normalized,1
Lei nº 9.868/1999 art 27,Lei nº 9.868/1999 art. 27,normalized,1
Lei nº 9.868/1999 art 28 parágrafo único,Lei nº 9.868/1999 art. 28 § único,normalized,1
Lei nº 9.870 1999,Lei nº 9.870/1999,normalized,1
Lei nº 9.870 1999 art. 5º,Lei nº 9.870/1999 art. 5º,normalized,1
Lei nº 9.870/1999 artigos 5º e 6º,Lei nº 9.870/1999 art. 5º e 6º,normalized,1
Lei nº 9.872/1999,Lei nº 9.872/1999,unchanged,1
Lei nº 9.873 1999 Art 1º A,Lei nº 9.873/1999 art. 1º A,normalized,1
Lei nº 9.873 1999 Art 1º-A,Lei nº 9.873/1999 art. 1º-A,normalized,1
Lei nº 9.873 1999 art 1º § 1º,Lei nº 9.873/1999 art. 1º § 1º,normalized,1
Lei nº 9.873 1999 art 1º §1º,Lei nº 9.873/1999 art. 1º § 1º,normalized,1
Lei nº 9.873 1999 art 2º II,Lei nº 9.873/1999 art. 2º II,normalized,1
Lei nº 9.873 1999 § 1º do art. 1º,Lei nº 9.873/1999 § 1º do art. 1º,normalized,1
Lei nº 9.873/1999 Art 1 § 1º,Lei nº 9.873/1999 art. 1º § 1º,normalized,1
Lei nº 9.873/1999 art 1º,Lei nº 9.873/1999 art. 1º,normalized,1
Lei nº 9.873/1999 § 1º do art 1º,Lei nº 9.873/1999 § 1º do art. 1º,normalized,1
Lei nº 9.873/1999 § 2º do art 1º,Lei nº 9.873/1999 § 2º do art. 1º,normalized,1
Lei nº 9.874/1999 arts 26 a 28,Lei nº 9.874/1999 art. 26-A 28,normalized,1
Lei nº 9.876/1999 art 2º,Lei nº 9.876/1999 art. 2º,normalized,1
Lei nº 9.876/1999 art 3,Lei nº 9.876/1999 art. 3º,normalized,1
Lei nº 9.876/1999 art. 3º,Lei nº 9.876/1999 art. 3º,unchanged,1
Lei nº 9.882/1999 art 10,Lei nº 9.882/1999 art. 10,normalized,1
Lei nº 9.933/1999 Artigo 5º,Lei nº 9.933/1999 art. 5º,normalized,1
Lei nº 9.933/1999 art 5º,Lei nº 9.933/1999 art. 5º,normalized,1
Lei nº 9.961/1999,Lei nº 9.961/1999,unchanged,1
Lei nº 9.961/2000,Lei nº 9.961/2000,unchanged,1
Lei nº 9.969/1998,Lei nº 9.969/1998,unchanged,1
Lei nº 9.969/1998 Art 2º I,Lei nº 9.969/1998 art. 2º I,normalized,1
Lei nº 9.983/2000,Lei nº 9.983/2000,unchanged,1
Lei nº 9.985 art 22 §7º,Lei nº 9.985 art. 22 § 7º,normalized,1
Lei nº 9.985/2000 art 22 §6°,Lei nº 9.985/2000 art. 22 § 6°,normalized,1
Lei nº 9.986/2000,Lei nº 9.986/2000,unchanged,1
Lei nº 9.986/2000 Art 8º,Lei nº 9.986/2000 art. 8º,normalized,1
Lei nº 9.990 2000,Lei nº 9.990/2000,normalized,1
Lei nº 9.993/1999,Lei nº 9.993/1999,unchanged,1
Lei nº 9.998/2000,Lei nº 9.998/2000,unchanged,1
Lei nº 91/1997 art 1 § 1,Lei nº 91/1997 art. 1º § 1º,normalized,1
Lei nº 9374 2008,Lei nº 9.374/2008,normalized,1
Lei nº 9432 1997,Lei nº 9.432/1997,normalized,1
Lei nº 9636 1998 art 47,Lei nº 9.636/1998 art. 47,normalized,1
Lei nº 9654 1998 Art 7,Lei nº 9.654/1998 art. 7º,normalized,1
Lei nº 9873 1999 art 1º A,Lei nº 9.873/1999 art. 1º A,normalized,1
Lei nº DREI 52 2022,Lei nº DREI 52 2022,unchanged,1
Lei nº EC 20/1998,Lei nº EC 20/1998,unchanged,1
Lei nº EC 20/1998 art 11,Lei nº EC 20/1998 art. 11,normalized,1
Lei nº EC 41/2003,Lei nº EC 41/2003,unchanged,1
Lei nº art 40 do ADCT,Lei nº art. 40 do ADCT,normalized,1
Leis 10.637 2002 art 1 § 1,Leis 10.637 2002 art. 1º § 1º,normalized,1
Leis 10.637/2002,Leis 10.637/2002,unchanged,1
Leis 10.833 2003 art 1 § 1,Leis 10.833 2003 art. 1º § 1º,normalized,1
Leis 10.833/2003,Leis 10.833/2003,unchanged,1
Leis 13.998/2020,Leis 13.998/2020,unchanged,1
Leis Complementares 7/1970,Leis Complementares 7/1970,unchanged,1
Loman art 65 X,Loman art. 65 inc. X,normalized,1
MAPA IN 17 2015,MAPA IN 17 2015,unchanged,1
MDS 911/2023,MDS 911/2023,unchanged,1
MP 1.110/1995 art 18,MP nº 1.110/1995 art. 18,normalized,1
MP 1.119/2022,MP nº 1.119/2022,normalized,1
MP 1.185/2023,MP nº 1.185/2023,normalized,1
MP 1.286 2024,MP nº 1.286/2024,normalized,1
MP 1.286/2024,MP nº 1.286/2024,normalized,1
MP 1.480 1996,MP nº 1.480/1996,normalized,1
MP 1.523/1996,MP nº 1.523/1996,normalized,1
MP 1.573/1996,MP nº 1.573/1996,normalized,1
MP 1.585 1997,MP nº 1.585/1997,normalized,1
MP 1.962-33 2000 art 7 § 2º,MP nº 1.962-33/2000 art. 7º § 2º,normalized,1
MP 1.963-17 2000,MP nº 1.963-17/2000,normalized,1
MP 1.963-17 de 31/03/2000,MP nº 1.963-17 de 31/03/2000,normalized,1
MP 1.96317/2000,MP nº 1.963 17/2000,normalized,1
MP 1034/2021,MP nº 1034/2021,normalized,1
MP 1154 2023,MP nº 1154/2023,normalized,1
MP 1415 1996,MP nº 1415/1996,normalized,1
MP 1480-37/1997 convertida na Lei nº 9.624/1998,MP nº 1480-37/1997 convertida na Lei nº 9.624/1998,normalized,1
MP 1523 1996,MP nº 1523/1996,normalized,1
MP 1523-9 1997,MP nº 1523-9/1997,normalized,1
MP 158,MP nº 158,normalized,1
MP 158 2003,MP nº 158/2003,normalized,1
MP 166/2004,MP nº 166/2004,normalized,1
MP 175 1990,MP nº 175/1990,normalized,1
MP 1901 30 1999,MP nº 1901 30 1999,normalized,1
MP 196233 2000,MP nº 196233/2000,normalized,1
MP 2.048-26 2000,MP nº 2.048-26/2000,normalized,1
MP 2.131 2000,MP nº 2.131/2000,normalized,1
MP 2.131 2000 art 31 § 1º,MP nº 2.131/2000 art. 31 § 1º,normalized,1
MP 2.131/2000,MP nº 2.131/2000,normalized,1
MP 2.151 2001 § 1º,MP nº 2.151/2001 § 1º,normalized,1
MP 2.158-34 2001 art 57 inciso I,MP nº 2.158-34/2001 art. 57 inc. I,normalized,1
MP 2.158-35 art 57 II,MP nº 2.158-35 art. 57 inc. II,normalized,1
MP 2.158-35/2001,MP nº 2.158-35/2001,normalized,1
MP 2.166-67/2001,MP nº 2.166-67/2001,normalized,1
MP 2.169-43 2001 art 7 § 2º,MP nº 2.169-43/2001 art. 7º § 2º,normalized,1
MP 2.170 36 2001,MP nº 2.170 36 2001,normalized,1
MP 2.170-36,MP nº 2.170-36,normalized,1
MP 2.170-36 2001,MP nº 2.170-36/2001,normalized,1
MP 2.180-35 2001,MP nº 2.180-35/2001,normalized,1
MP 2.180-35/2011,MP nº 2.180-35/2011,normalized,1
MP 2.184-23/2001,MP nº 2.184-23/2001,normalized,1
MP 2.190-34 2001,MP nº 2.190-34/2001,normalized,1
MP 2.1963/2001,MP nº 2.196 3/2001,normalized,1
MP 2.198-5/2001 art 28,MP nº 2.198-5/2001 art. 28,normalized,1
MP 2.215 10 2000 art 31,MP nº 2.215 10 2000 art. 31,normalized,1
MP 2.215-10,MP nº 2.215-10,normalized,1
MP 2.215-10 2001,MP nº 2.215-10/2001,normalized,1
MP 2.215-10 2001 art 9,MP nº 2.215-10/2001 art. 9º,normalized,1
MP 2.215-10 Art 34,MP nº 2.215-10 art. 34,normalized,1
MP 2.215-10 art 3º XV,MP nº 2.215-10 art. 3º XV,normalized,1
MP 2.215-10/2001 Art 34,MP nº 2.215-10/2001 art. 34,normalized,1
MP 2.220/2001,MP nº 2.220/2001,normalized,1
MP 2.225-45 2001,MP nº 2.225-45/2001,normalized,1
MP 2.225-45 2001 Art 10,MP nº 2.225-45/2001 art. 10,normalized,1
MP 2.225-45/2001,MP nº 2.225-45/2001,normalized,1
MP 2.225-48/2001,MP nº 2.225-48/2001,normalized,1
MP 2.229-43/2001,MP nº 2.229-43/2001,normalized,1
MP 2.22943 2001,MP nº 2.229 43 2001,normalized,1
MP 2027 38 2000,MP nº 2027 38 2000,normalized,1
MP 2131 2000,MP nº 2131/2000,normalized,1
MP 2150-39 2001,MP nº 2150-39/2001,normalized,1
MP 2158-35 2001 art 30,MP nº 2158-35/2001 art. 30,normalized,1
MP 2165 366,MP nº 2165 366,normalized,1
MP 2165-36 2001,MP nº 2165-36/2001,normalized,1
MP 2196-3 2001,MP nº 2196-3/2001,normalized,1
MP 2215-10 2001,MP nº 2215-10/2001,normalized,1
MP 2216 37 art 17,MP nº 2216 37 art. 17,normalized,1
MP 2222 2001,MP nº 2222/2001,normalized,1
MP 222943 2001,MP nº 222943/2001,normalized,1
MP 246 2005,MP nº 246/2005,normalized,1
MP 297/2006,MP nº 297/2006,normalized,1
MP 300 2006,MP nº 300/2006,normalized,1
MP 301/2006,MP nº 301/2006,normalized,1
MP 303 2006,MP nº 303/2006,normalized,1
MP 399/1993,MP nº 399/1993,normalized,1
MP 415/2008,MP nº 415/2008,normalized,1
MP 431 2008,MP nº 431/2008,normalized,1
MP 441/2008,MP nº 441/2008,normalized,1
MP 449/2008,MP nº 449/2008,normalized,1
MP 472/2009,MP nº 472/2009,normalized,1
MP 478/2009,MP nº 478/2009,normalized,1
MP 513 2010,MP nº 513/2010,normalized,1
MP 517 2010,MP nº 517/2010,normalized,1
MP 5682012,MP nº 568201 2,normalized,1
MP 632/2013,MP nº 632/2013,normalized,1
MP 656/2014,MP nº 656/2014,normalized,1
MP 664 2014,MP nº 664/2014,normalized,1
MP 690/2015,MP nº 690/2015,normalized,1
MP 700 2015 art 1º,MP nº 700/2015 art. 1º,normalized,1
MP 731/2008,MP nº 731/2008,normalized,1
MP 739 2016,MP nº 739/2016,normalized,1
MP 757/2016,MP nº 757/2016,normalized,1
MP 772/2017,MP nº 772/2017,normalized,1
MP 778 2017,MP nº 778/2017,normalized,1
MP 794/2017,MP nº 794/2017,normalized,1
MP 83 2002,MP nº 83/2002,normalized,1
MP 831/1995 art 1º,MP nº 831/1995 art. 1º,normalized,1
MP 908 2018,MP nº 908/2018,normalized,1
MP 927 2020,MP nº 927/2020,normalized,1
MP 946 2020,MP nº 946/2020,normalized,1
MP nº 2.215-10/2001,MP nº 2.215-10/2001,unchanged,1
Marco Civil da Internet,Marco Civil da Internet,unchanged,1
Medida Provisória 1.195/1995,MP nº 1.195/1995,normalized,1
Medida Provisória 1.523 1996,MP nº 1.523/1996,normalized,1
Medida Provisória 1.704/1998,MP nº 1.704/1998,normalized,1
Medida Provisória 1523 1997,MP nº 1523/1997,normalized,1
Medida Provisória 163/2004,MP nº 163/2004,normalized,1
Medida Provisória 188316 1999,MP nº 188316/1999,normalized,1
Medida Provisória 2.180 35/2001,MP nº 2.180 35/2001,normalized,1
Medida Provisória 2.18356/2001,MP nº 2.183 56/2001,normalized,1
Medida Provisória 2.196-3 2001 artigo único,MP nº 2.196-3/2001 art. único,normalized,1
Medida Provisória 2.215-10/2001 Art 3º XV,MP nº 2.215-10/2001 art. 3º XV,normalized,1
Medida Provisória 2.215/2001 Art 31 § 1º,MP nº 2.215/2001 art. 31 § 1º,normalized,1
Medida Provisória 2.225 2001,MP nº 2.225/2001,normalized,1
Medida Provisória 25 2002,MP nº 25/2002,normalized,1
Medida Provisória 353 2007 Art 2º II,MP nº 353/2007 art. 2º II,normalized,1
Medida Provisória 415/2008,MP nº 415/2008,normalized,1
Medida Provisória 434 1994,MP nº 434/1994,normalized,1
Medida Provisória 449 2008,MP nº 449/2008,normalized,1
Medida Provisória 780 2017,MP nº 780/2017,normalized,1
Medida Provisória 785 2017,MP nº 785/2017,normalized,1
Medida Provisória 794/1994,MP nº 794/1994,normalized,1
Medida Provisória 83/2002,MP nº 83/2002,normalized,1
Medida Provisória 831/1995,MP nº 831/1995,normalized,1
Medida Provisória 908 2019,MP nº 908/2019,normalized,1
Medida Provisória 908/2019,MP nº 908/2019,normalized,1
Medida Provisória n. 2.177-44 2001,MP nº 2.177-44/2001,normalized,1
NHO-01,NHO-01,unchanged,1
NR 15,NR 15,unchanged,1
NR-15,NR-15,unchanged,1
NR-9,NR-9,unchanged,1
NR10,NR10,unchanged,1
Norma Complementar 001 2004 item 9.2 alínea a,Norma Complementar 001 2004 item 9.2 al. a,normalized,1
Norma Complementar 24 2022,Norma Complementar 24 2022,unchanged,1
Norma Regulamentadora 4 NR 4,Norma Regulamentadora 4 NR 4,unchanged,1
Norma de Execução Incra 45 2005,Norma de Execução Incra 45 2005,unchanged,1
ON Segep MP 3 2013 art 6º § 4º,ON Segep MP 3 2013 art. 6º § 4º,normalized,1
Orientação Normativa 3 2004,Orientação Normativa 3 2004,unchanged,1
Orientação Normativa 3/2008,Orientação Normativa 3/2008,unchanged,1
Orientação Normativa MPS SPS 03 2004,Orientação Normativa MPS SPS 03 2004,unchanged,1
PGPE,PGPE,unchanged,1
Pacto Internacional de Direitos Civis e Políticos art 8º,Pacto Internacional. de Direitos Civis e Políticos art. 8º,normalized,1
Pacto Internacional sobre Direitos Civis e Políticos,Pacto Internacional. sobre Direitos Civis e Políticos,normalized,1
Pacto Internacional sobre Direitos Civis e Políticos ONU,Pacto Internacional. sobre Direitos Civis e Políticos ONU,normalized,1
Pacto Internacional sobre Direitos Civis e Políticos art 14 3 e,Pacto Internacional. sobre Direitos Civis e Políticos art. 14 3 e,normalized,1
Pacto de San José da Costa Rica art 8º,Pacto de San José da Costa Rica art. 8º,normalized,1
Pacto de San José da Costa Rica art 8º 2 f,Pacto de San José da Costa Rica art. 8º 2 f,normalized,1
Pacto de São José da Costa Rica art 6º,Pacto de São José da Costa Rica art. 6º,normalized,1
Pacto de São José da Costa Rica art 8º 2 g,Pacto de São José da Costa Rica art. 8º 2 g,normalized,1
Pacto de São José de Costa Rica,Pacto de São José de Costa Rica,unchanged,1
Parecer CFM 4 2020,Parecer CFM 4 2020,unchanged,1
Parágrafo único art 11 Decreto 7.806/2012,,drop_generic_or_invalid,1
Portaria 048 DGP 2008 art 18,Portaria 048 DGP 2008 art. 18,normalized,1
Portaria 1.003/2012,Portaria 1.003/2012,unchanged,1
Portaria 1.104 1964,Portaria 1.104 1964,unchanged,1
Portaria 1.104 GM3 1964,Portaria 1.104 GM3 1964,unchanged,1
Portaria 1.104 GM3/1964,Portaria 1.104 GM3/1964,unchanged,1
Portaria 1.104/1964,Portaria 1.104/1964,unchanged,1
Portaria 1.252/2010 DG DPF,Portaria 1.252/2010 DG DPF,unchanged,1
Portaria 1.253/2010 DG DPF,Portaria 1.253/2010 DG DPF,unchanged,1
Portaria 1.429/2008 Ministério da Justiça,Portaria 1.429/2008 Ministério da Justiça,unchanged,1
Portaria 1.432/2008,Portaria 1.432/2008,unchanged,1
Portaria 1.726/2010,Portaria 1.726/2010,unchanged,1
Portaria 1.981/2003,Portaria 1.981/2003,unchanged,1
Portaria 1010/2012,Portaria 1010/2012,unchanged,1
Portaria 104 GM3 1964,Portaria 104 GM3 1964,unchanged,1
Portaria 1104 GM3 1964,Portaria 1104 GM3 1964,unchanged,1
Portaria 111 2016 art 38 § 3º,Portaria 111 2016 art. 38 § 3º,normalized,1
Portaria 111 2016 art 42,Portaria 111 2016 art. 42,normalized,1
Portaria 113/2014,Portaria 113/2014,unchanged,1
Portaria 116/2017,Portaria 116/2017,unchanged,1
Portaria 116/2017 art 53,Portaria 116/2017 art. 53,normalized,1
Portaria 116/2017 art 56,Portaria 116/2017 art. 56,normalized,1
Portaria 1262/2009,Portaria 1262/2009,unchanged,1
Portaria 133 1996,Portaria 133 1996,unchanged,1
Portaria 155 2016 anexo IV,Portaria 155 2016 anexo IV,unchanged,1
Portaria 155 2016 art 102,Portaria 155 2016 art. 102,normalized,1
Portaria 157 2002,Portaria 157 2002,unchanged,1
Portaria 1617/2005 MEC,Portaria 1617/2005 MEC,unchanged,1
Portaria 166 do IPHAN arts 23 27 44,Portaria 166 do IPHAN art. 23 27 44,normalized,1
Portaria 17 2023,Portaria 17 2023,unchanged,1
Portaria 187 DGP 2006,Portaria 187 DGP 2006,unchanged,1
Portaria 19 2008 do Ministério da Educação,Portaria 19 2008 do Ministério da Educação,unchanged,1
Portaria 19-DECEx 2010 art 7º,Portaria 19-DECEx 2010 art. 7º,normalized,1
Portaria 19.003 11ª RM 2019,Portaria 19.003 11ª RM 2019,unchanged,1
Portaria 190 DPMM 03/02/2016,Portaria 190 DPMM 03/02/2016,unchanged,1
Portaria 2.100 29/07/2004,Portaria 2.100 29/07/2004,unchanged,1
Portaria 2.609/2001 SRF Art 35,Portaria 2.609/2001 SRF art. 35,normalized,1
Portaria 201 2006 STF,Portaria 201 2006 STF,unchanged,1
Portaria 2048/2002,Portaria 2048/2002,unchanged,1
Portaria 209 2018,Portaria 209 2018,unchanged,1
Portaria 209/2020,Portaria 209/2020,unchanged,1
Portaria 219 CG-5 art 20 I,Portaria 219 CG-5 art. 20 inc. I,normalized,1
Portaria 219 CG-5 art 2º IX,Portaria 219 CG-5 art. 2º IX,normalized,1
Portaria 219 GC5 2001,Portaria 219 GC5 2001,unchanged,1
Portaria 237 20 de março de 2020,Portaria 237 20 de março de 2020,unchanged,1
Portaria 237 2020,Portaria 237 2020,unchanged,1
Portaria 238 2014,Portaria 238 2014,unchanged,1
Portaria 243/2011 DPC,Portaria 243/2011 DPC,unchanged,1
Portaria 248 2008,Portaria 248 2008,unchanged,1
Portaria 253/2006,Portaria 253/2006,unchanged,1
Portaria 291 2017,Portaria 291 2017,unchanged,1
Portaria 3.055 SC 1 de 05 08 1997,Portaria 3.055 SC 1 de 05 08 1997,unchanged,1
Portaria 3.076 2019,Portaria 3.076 2019,unchanged,1
Portaria 3.214 1978,Portaria 3.214 1978,unchanged,1
Portaria 3.214 1978 NR 6,Portaria 3.214 1978 NR 6,unchanged,1
Portaria 3.233 2012 DG DP,Portaria 3.233 2012 DG DP,unchanged,1
Portaria 3.233/2012 DPF,Portaria 3.233/2012 DPF,unchanged,1
Portaria 3076 2019,Portaria 3076 2019,unchanged,1
Portaria 3185/2020,Portaria 3185/2020,unchanged,1
Portaria 33 do Secretário de Estado da Saúde do Distrito Federal de 28/12/2000,Portaria 33 do Secretário de Estado da Saúde do Distrito Federal. de 28/12/2000,normalized,1
Portaria 3432 12 de agosto de 1998,Portaria 3432 12 de agosto de 1998,unchanged,1
Portaria 3432 1998,Portaria 3432 1998,unchanged,1
Portaria 344 1998,Portaria 344 1998,unchanged,1
Portaria 344 1998 Anvisa,Portaria 344 1998 Anvisa,unchanged,1
Portaria 344 art 34,Portaria 344 art. 34,normalized,1
Portaria 344/1988,Portaria 344/1988,unchanged,1
Portaria 344/1998,Portaria 344/1998,unchanged,1
Portaria 387/2006 DPF,Portaria 387/2006 DPF,unchanged,1
Portaria 395 2013 da AGU,Portaria 395 2013 da AGU,unchanged,1
Portaria 397 2018,Portaria 397 2018,unchanged,1
Portaria 4.040/2010,Portaria 4.040/2010,unchanged,1
Portaria 4/2010 do Ministério da Saúde,Portaria 4/2010 do Ministério da Saúde,unchanged,1
Portaria 406/2002,Portaria 406/2002,unchanged,1
Portaria 4061/2022,Portaria 4061/2022,unchanged,1
Portaria 41 2014,Portaria 41 2014,unchanged,1
Portaria 411/2017,Portaria 411/2017,unchanged,1
Portaria 439 2006,Portaria 439 2006,unchanged,1
Portaria 467 CG3 2010,Portaria 467 CG3 2010,unchanged,1
Portaria 475 2008,Portaria 475 2008,unchanged,1
Portaria 477 2007,Portaria 477 2007,unchanged,1
Portaria 478/1998 art 1º parágrafo único,Portaria 478/1998 art. 1º § único,normalized,1
Portaria 478/1998 art 2º,Portaria 478/1998 art. 2º,normalized,1
Portaria 49/1960,Portaria 49/1960,unchanged,1
Portaria 535 2020 MEC,Portaria 535 2020 MEC,unchanged,1
Portaria 54 1996,Portaria 54 1996,unchanged,1
Portaria 54/1996,Portaria 54/1996,unchanged,1
Portaria 576 2000,Portaria 576 2000,unchanged,1
Portaria 590 2014,Portaria 590 2014,unchanged,1
Portaria 600/2003 Funasa,Portaria 600/2003 Funasa,unchanged,1
